,Price,Year,Mileage,City,State,Vin,Make,Model
317182,32988,2016,24816,Lawrence, KS,1FTEW1EF0GFB13008,Ford,F-1504WD
317183,11600,2009,212369,Norcross, GA,1FTPW14V09KB67811,Ford,F-1504WD
317184,28990,2014,61307,Sullivan, IL,1FTFW1ET1EFC79089,Ford,F-1504WD
317194,27899,2014,59106,Englewood, CO,1FTFW1EF3EFB67937,Ford,F-1504WD
317195,32977,2015,23480,East Dundee, IL,1FTFX1EG5FFC04767,Ford,F-1504WD
317197,31354,2014,27328,Grand Forks, ND,1FTFW1ET1EFC94949,Ford,F-1504WD
317199,30288,2014,30344,Lexington, NC,1FTFW1EF3EFA74531,Ford,F-1504WD
317200,33877,2015,25195,Michigan City, IN,1FTEW1EP2FFC51334,Ford,F-1504WD
317201,30445,2014,38284,Devils Lake, ND,1FTFW1ET7EFC95149,Ford,F-1504WD
317202,23000,2014,118123,Beloit, KS,1FTFW1ET6EKG07047,Ford,F-1504WD
317209,33414,2015,21454,Sanford, NC,1FTEW1EPXFFC13964,Ford,F-1504WD
317214,24803,2012,84638,Easton, PA,1FTFW1ET5CKE16278,Ford,F-1504WD
317216,31999,2014,23205,Newark, DE,1FTFW1EF5EFA68360,Ford,F-1504WD
317222,24943,2012,77590,Denton, TX,1FTFW1ET9CFC30087,Ford,F-1504WD
317225,25800,2014,88453,Kansas City, MO,1FTFW1EF3EKG14922,Ford,F-1504WD
317233,22976,2011,98974,Kirkland, WA,1FTFW1EF3BKD31285,Ford,F-1504WD
317234,18995,2010,132060,Bloomington, IN,1FTFW1EV9AFC34719,Ford,F-1504WD
317235,18995,2010,132067,Watertown, NY,1FTFW1EVXAFD47949,Ford,F-1504WD
317237,30995,2014,35639,Grandville, MI,1FTFW1EF9EKE48759,Ford,F-1504WD
317241,31200,2014,23906,Hibbing, MN,1FTFW1ET3EKF08508,Ford,F-1504WD
317246,33803,2015,17525,Independence, MO,1FTEW1EG4FFB32149,Ford,F-1504WD
317255,13987,2005,149431,Lexington, NC,1FTPW14575KB81022,Ford,F-1504WD
317257,27664,2014,71959,Maryville, MO,1FTFW1ET9EKE82478,Ford,F-1504WD
317264,23640,2011,95410,Durham, NC,1FTFW1EF2BFD19573,Ford,F-1504WD
317267,26000,2012,73045,Plymouth, WI,1FTFW1ETXCFA82192,Ford,F-1504WD
317270,21750,2012,136143,Enterprise, AL,1FTFW1EF1CFC81464,Ford,F-1504WD
317271,25287,2014,90821,Denver, CO,1FTFW1EF7EKD80994,Ford,F-1504WD
317272,26091,2014,81153,Sandy, UT,1FTFW1EF5EFA95686,Ford,F-1504WD
317273,32689,2015,20119,Racine, WI,1FTEX1EPXFFB22240,Ford,F-1504WD
317283,26995,2014,76716,Battle Creek, MI,1FTFW1ET1EKF77102,Ford,F-1504WD
317288,7995,2006,230329,Dripping Springs, TX,1FTPW14V06FA97652,Ford,F-1504WD
317290,26246,2011,76457,Lees Summit, MO,1FTFW1ET8BFB86579,Ford,F-1504WD
317291,29959,2014,47441,Saugus, MA,1FTFW1ET0EFA34879,Ford,F-1504WD
317293,3995,2002,250802,Swedesboro, NJ,1FTRX18L22NA78678,Ford,F-1504WD
317296,24495,2012,93066,Isanti, MN,1FTFW1ET6CKE35633,Ford,F-1504WD
317299,24980,2011,78632,Lafayette, LA,1FTFW1EFXBKE13692,Ford,F-1504WD
317303,26985,2014,72559,Toms River, NJ,1FTFW1ET8EKD71985,Ford,F-1504WD
317306,24995,2012,77250,Reno, NV,1FTFW1EF5CFD00467,Ford,F-1504WD
317307,18688,2007,110205,Lexington, NC,1FTPW14VX7FB17570,Ford,F-1504WD
317308,27991,2014,60745,Mesquite, TX,1FTFW1ET0EFB68842,Ford,F-1504WD
317313,32977,2015,23874,East Dundee, IL,1FTEX1EP1FFD12539,Ford,F-1504WD
317315,30944,2014,35820,Kingsland, GA,1FTFW1ET4EKE28506,Ford,F-1504WD
317317,31491,2015,47476,Manvel, TX,1FTEW1EP4FKD87830,Ford,F-1504WD
317325,30548,2014,27665,Nashua, NH,1FTFW1EF2EKE48635,Ford,F-1504WD
317326,33195,2015,10116,Orlando, FL,1FTEX1EP8FFC75103,Ford,F-1504WD
317327,33000,2015,26725,Cranston, RI,1FTFW1EG1FFC17518,Ford,F-1504WD
317330,20490,2009,108180,Mchenry, IL,1FTPW14V99FA38247,Ford,F-1504WD
317333,27599,2014,82884,Longmont, CO,1FTFW1ET9EFC19013,Ford,F-1504WD
317334,29995,2015,48881,Houston, TX,1FTFW1EFXFKD49871,Ford,F-1504WD
317337,30267,2014,43204,Newnan, GA,1FTFW1EFXEKD58147,Ford,F-1504WD
317340,27998,2014,58425,Abilene, TX,1FTFW1EF9EKF55732,Ford,F-1504WD
317341,32839,2015,18551,Racine, WI,1FTEX1EPXFFC51790,Ford,F-1504WD
317343,32977,2015,23999,East Dundee, IL,1FTEX1EP7FFA74289,Ford,F-1504WD
317347,33477,2015,30540,Michigan City, IN,1FTEW1EF9FFD06207,Ford,F-1504WD
317349,28991,2015,55873,Dallas, TX,1FTEW1EF2FKD08047,Ford,F-1504WD
317355,31000,2014,40762,Harrisonville, MO,1FTFW1ET0EKD52833,Ford,F-1504WD
317356,27995,2012,41316,Murrysville, PA,1FTFW1ET2CKE12737,Ford,F-1504WD
317361,31591,2015,23851,Fond du Lac, WI,1FTEW1EF5FFA46193,Ford,F-1504WD
317365,30491,2014,45166,Madison, WI,1FTFW1ET7EFC09371,Ford,F-1504WD
317374,25895,2012,66705,Hooksett, NH,1FTFW1EF4CKD06753,Ford,F-1504WD
317375,28480,2014,63031,Souderton, PA,1FTFW1EF1EFA08687,Ford,F-1504WD
317377,31000,2014,22433,Louisville, KY,1FTFW1EF5EFC46980,Ford,F-1504WD
317378,25495,2011,72753,Carson City, NV,1FTFW1EF3BFA77912,Ford,F-1504WD
317382,28947,2014,60891,Wake Forest, NC,1FTFW1EF7EFB66564,Ford,F-1504WD
317385,31999,2015,28845,Hickory, NC,1FTEX1EP4FFD06492,Ford,F-1504WD
317386,27790,2014,61134,Kennesaw, GA,1FTFW1ET5EFB33679,Ford,F-1504WD
317394,21991,2014,135727,Fort Worth, TX,1FTFW1EF9EKD24748,Ford,F-1504WD
317395,27000,2012,54739,Massillon, OH,1FTFW1EF0CFB47576,Ford,F-1504WD
317400,31990,2014,20661,Denton, TX,1FTFW1ET4EKG26535,Ford,F-1504WD
317412,26995,2014,70783,Philadelphia, PA,1FTFW1EF6EFB34625,Ford,F-1504WD
317413,33977,2016,10509,Madison, TN,1FTEW1EP1GFB63814,Ford,F-1504WD
317415,29995,2014,44500,Oneonta, AL,1FTFW1EFXEKD33216,Ford,F-1504WD
317417,29998,2014,50961,Louisville, KY,1FTFW1ET3EKF44988,Ford,F-1504WD
317419,30988,2014,22736,Boise, ID,1FTFX1ET2EFC45515,Ford,F-1504WD
317420,32915,2016,36379,Colorado Springs, CO,1FTEW1EF6GFA18873,Ford,F-1504WD
317422,31785,2014,23968,Lakewood, WA,1FTFW1ET9EKE83937,Ford,F-1504WD
317423,29000,2014,43841,Athens, OH,1FTFW1ET8EFC89019,Ford,F-1504WD
317425,20678,2011,137768,Asheville, NC,1FTFW1ET5BFC33406,Ford,F-1504WD
317427,24995,2014,94949,Mt Pleasant, MI,1FTFW1ET2EKG00807,Ford,F-1504WD
317429,27345,2012,59587,Omaha, NE,1FTFW1EF2CFA42604,Ford,F-1504WD
317432,7491,2000,195177,Devils Lake, ND,2FTRX08L7YCA54207,Ford,F-1504WD
317435,24700,2010,78654,Golden, CO,1FTFW1EV8AFA62358,Ford,F-1504WD
317436,29999,2014,34719,Longmont, CO,1FTFW1EF8EKE39101,Ford,F-1504WD
317442,24900,2014,96139,Hattiesburg, MS,1FTFW1ET1EKF77018,Ford,F-1504WD
317446,33800,2016,27443,Hicksville, OH,1FTEW1EF5GFA90860,Ford,F-1504WD
317449,28995,2014,46847,Ozark, AL,1FTFW1EF7EFC09459,Ford,F-1504WD
317452,24700,2014,98575,Aurora, CO,1FTFX1ET6EFB32750,Ford,F-1504WD
317454,32915,2016,36492,Victorville, CA,1FTEW1EF5GKD02650,Ford,F-1504WD
317460,23997,2012,108726,Centennial, CO,1FTFW1ET5CFA88658,Ford,F-1504WD
317461,22318,2010,92883,Albuquerque, NM,1FTFW1EV6AFC90861,Ford,F-1504WD
317464,28944,2014,47493,Lexington, NC,1FTFW1EF1EFA31578,Ford,F-1504WD
317468,34000,2015,16501,Hicksville, OH,1FTFW1EF4FFC08139,Ford,F-1504WD
317475,28599,2015,79993,Longmont, CO,1FTFW1EG8FFB14676,Ford,F-1504WD
317479,27995,2014,59004,Mt Pleasant, MI,1FTFW1EF8EKF66169,Ford,F-1504WD
317484,31484,2015,46876,Hicksville, OH,1FTEW1EP1FKF09396,Ford,F-1504WD
317489,34500,2016,5725,Oconomowoc, WI,1FTFX1EG5GKE28856,Ford,F-1504WD
317490,25977,2010,65507,Blair, NE,1FTFW1EV3AFC23747,Ford,F-1504WD
317491,32700,2016,30880,Raleigh, NC,1FTEW1EF6GFB55439,Ford,F-1504WD
317492,26995,2012,63706,Payson, AZ,1FTFW1ET4CFC41420,Ford,F-1504WD
317500,22901,2011,110052,Pauls Valley, OK,1FTFW1EF9BFC13055,Ford,F-1504WD
317501,31500,2015,46737,Hicksville, OH,1FTFW1EF7FFC40048,Ford,F-1504WD
317511,31999,2015,26939,Morrow, GA,1FTEW1EP4FFC75764,Ford,F-1504WD
317513,30490,2015,37652,Anoka, MN,1FTFW1EF0FFB93073,Ford,F-1504WD
317517,30993,2014,32822,Stoneham, MA,1FTFW1EF4EFB91874,Ford,F-1504WD
317522,32915,2016,36717,Victorville, CA,1FTEW1EF3GKD47165,Ford,F-1504WD
317525,32381,2014,29958,Fayetteville, NC,1FTFW1EF7EKF17299,Ford,F-1504WD
317527,27995,2014,62735,Layton, UT,1FTFW1EF9EFA95707,Ford,F-1504WD
317528,27993,2014,68983,Fort Collins, CO,1FTFW1EFXEFA58200,Ford,F-1504WD
317536,31600,2016,30104,Athens, OH,1FTEW1EF5GFA88929,Ford,F-1504WD
317543,29998,2014,35868,Cary, NC,1FTFW1EF0EKD49540,Ford,F-1504WD
317545,33492,2016,10202,Fond du Lac, WI,1FTEW1EG8GFC48603,Ford,F-1504WD
317551,7679,2002,212500,Buford, GA,1FTRW08L42KB58532,Ford,F-1504WD
317554,29898,2014,52694,Atlanta, GA,1FTFW1ET7EFB92829,Ford,F-1504WD
317555,22995,2012,102255,Wylie, TX,1FTFW1EF2CKD17072,Ford,F-1504WD
317557,35000,2016,3014,Roanoke, IL,1FTEW1EP8GFC06660,Ford,F-1504WD
317560,26995,2011,74962,Manhattan, KS,1FTFW1EF0BKD04190,Ford,F-1504WD
317561,32995,2015,8006,Southgate, MI,1FTEX1EP4FFB80070,Ford,F-1504WD
317567,25995,2014,83370,Rio Linda, CA,1FTFW1EF8EKD95374,Ford,F-1504WD
317568,15999,2009,160770,Spokane Valley, WA,1FTPW14V69FA71349,Ford,F-1504WD
317576,27000,2012,76489,Oklahoma City, OK,1FTFW1ET1CKE19503,Ford,F-1504WD
317584,32915,2016,36985,Victorville, CA,1FTEW1EF2GKD02671,Ford,F-1504WD
317588,29997,2014,38399,Burlington, NJ,1FTFW1ET7EFA53008,Ford,F-1504WD
317591,31524,2015,29354,Towanda, PA,1FTEW1EPXFFB94347,Ford,F-1504WD
317592,21988,2009,93922,Somerville, NJ,1FTPW14V59FA96937,Ford,F-1504WD
317593,23999,2011,93343,NORMAN, OK,1FTFW1EF4BFC92943,Ford,F-1504WD
317596,21992,2006,69809,Salem, OR,1FTPW14V66KC77595,Ford,F-1504WD
317597,16988,2009,150532,Lugoff, SC,1FTPW14VX9FA53761,Ford,F-1504WD
317599,29998,2014,45716,Peoria, AZ,1FTFW1EFXEKE97887,Ford,F-1504WD
317602,32730,2015,18865,Oconomowoc, WI,1FTEW1E8XFFB40183,Ford,F-1504WD
317606,29500,2015,59776,Spanish Fork, UT,1FTEW1EP9FFC00493,Ford,F-1504WD
317610,24990,2012,88295,Virginia, MN,1FTFW1ETXCFA10652,Ford,F-1504WD
317611,21999,2012,121374,Salem, OR,1FTFW1EF1CFA44781,Ford,F-1504WD
317612,32875,2015,28905,Owings Mills, MD,1FTEW1EF3FKD69651,Ford,F-1504WD
317618,33992,2016,24584,Windsor, CT,1FTEW1EG9GFC60033,Ford,F-1504WD
317624,24933,2011,68640,Mora, MN,1FTFW1EF0BFC35977,Ford,F-1504WD
317627,31522,2015,27705,Hillsdale, MI,1FTFW1EF9FFB42915,Ford,F-1504WD
317637,34583,2016,7261,Bellingham, WA,1FTEW1EP5GKF07734,Ford,F-1504WD
317640,33990,2016,4593,Canton, MA,1FTEW1EPXGFC92294,Ford,F-1504WD
317641,34500,2016,13476,Lewisville, TX,1FTEW1EF2GKF44019,Ford,F-1504WD
317642,34115,2016,22745,Victorville, CA,1FTEW1EF2GFA18921,Ford,F-1504WD
317644,30995,2014,45234,Watertown, NY,1FTFW1ET5EFB68450,Ford,F-1504WD
317652,29944,2014,52275,Baltimore, MD,1FTFW1ETXEFD02465,Ford,F-1504WD
317654,24900,2011,76817,Mechanicsburg, PA,1FTFW1EF0BFA68293,Ford,F-1504WD
317655,30944,2014,30030,Houston, TX,1FTFW1ETXEKF81696,Ford,F-1504WD
317657,29991,2015,61007,Chapel Hill, NC,1FTEW1EP3FFC57854,Ford,F-1504WD
317661,31800,2015,20680,Wayne, NJ,1FTEX1EP2FFD06538,Ford,F-1504WD
317670,34890,2016,15005,Virginia Beach, VA,1FTEW1EF4GFD14555,Ford,F-1504WD
317673,16995,2011,173837,Stonewall, LA,1FTFW1ET3BFB14219,Ford,F-1504WD
317679,34999,2016,2399,Springfield, MO,1FTEW1EP4GKF98849,Ford,F-1504WD
317680,25995,2014,94920,Broken Arrow, OK,1FTFW1ET0EFA14308,Ford,F-1504WD
317682,26000,2012,86863,Oklahoma City, OK,1FTFW1ET7CFA70517,Ford,F-1504WD
317684,19995,2010,136288,Tuscaloosa, AL,1FTFW1EV8AFA62795,Ford,F-1504WD
317686,29890,2014,59060,Round Rock, TX,1FTFW1ET9EKG47915,Ford,F-1504WD
317689,23995,2012,90724,Virginia Beach, VA,1FTFW1ET2CFA03369,Ford,F-1504WD
317692,31900,2014,22569,Shippensburg, PA,1FTFW1EF6EFA91632,Ford,F-1504WD
317693,29588,2014,40592,Mt. Juliet, TN,1FTFW1EF6EFA99472,Ford,F-1504WD
317698,29988,2012,23730,Somerville, NJ,1FTFX1ET5CFC46221,Ford,F-1504WD
317703,31995,2014,11622,Richmond, VA,1FTFX1ET1EFC90736,Ford,F-1504WD
317704,14995,2008,164756,Sacramento, CA,1FTPW14528FA90172,Ford,F-1504WD
317706,29895,2014,36922,Portsmouth, NH,1FTFW1ET4EFA63866,Ford,F-1504WD
317707,33999,2016,14529,Pittsburg, CA,1FTEW1E81GKE48514,Ford,F-1504WD
317714,29971,2014,44033,Tampa, FL,1FTFW1EF2EFA31721,Ford,F-1504WD
317718,32557,2015,19202,Mechanicsburg, PA,1FTEX1E8XFFB81314,Ford,F-1504WD
317725,25991,2010,61819,Gilbert, AZ,1FTFW1EV8AFB36698,Ford,F-1504WD
317729,33191,2015,21074,Ft. Worth, TX,1FTEW1EP3FFB40341,Ford,F-1504WD
317731,34599,2015,8632,Longmont, CO,1FTEW1EP0FKE92879,Ford,F-1504WD
317732,32977,2015,25415,East Dundee, IL,1FTEX1EP1FFC60927,Ford,F-1504WD
317735,32750,2015,21062,Bristol, TN,1FTFX1EF4FKE82221,Ford,F-1504WD
317738,31250,2014,20707,Louisville, KY,1FTFW1ET5EKF23172,Ford,F-1504WD
317740,29988,2014,35917,Oklahoma City, OK,1FTFW1EFXEFC20097,Ford,F-1504WD
317741,28500,2012,47678,Lincoln, NE,1FTFW1ET9CFB24576,Ford,F-1504WD
317742,31995,2015,35714,Sullivan, IL,1FTEW1E88FFA40647,Ford,F-1504WD
317743,19900,2012,140213,Boaz, AL,1FTFW1ET5CFD05688,Ford,F-1504WD
317744,25500,2012,94049,Hicksville, OH,1FTFW1ET8CFA55735,Ford,F-1504WD
317747,30989,2015,53096,Marysville, WA,1FTFW1EG7FKD61016,Ford,F-1504WD
317752,31194,2015,30038,Fairbanks, AK,1FTEW1EGXFFB34584,Ford,F-1504WD
317754,18298,2010,142350,Lincoln, NE,1FTFW1EV0AFA67764,Ford,F-1504WD
317756,32989,2016,26859,Fredericksburg, VA,1FTEW1EF0GFC59327,Ford,F-1504WD
317760,18980,2010,134160,Abilene, TX,1FTFW1EV9AFC84083,Ford,F-1504WD
317762,26975,2014,72278,Pueblo, CO,1FTFW1EF9EKE45053,Ford,F-1504WD
317766,33250,2015,20857,Nicholasville, KY,1FTEW1EP4FFC29125,Ford,F-1504WD
317770,26995,2010,37823,Oxford, PA,1FTFW1EV0AFC46189,Ford,F-1504WD
317777,8998,2002,197812,Texarkana, TX,1FTRW08L72KC89745,Ford,F-1504WD
317787,22988,2011,103656,Winter Haven, FL,1FTFW1ET4BFB39307,Ford,F-1504WD
317789,19995,2010,132283,McKinney, TX,1FTFW1EVXAFD93619,Ford,F-1504WD
317798,24999,2011,70451,Alpharetta, GA,1FTFW1EFXBKD01085,Ford,F-1504WD
317801,35100,2016,10060,Rogers, AR,1FTEW1EP2GKF81337,Ford,F-1504WD
317806,30855,2014,30701,Mendon, MA,1FTFW1EF9EKD19971,Ford,F-1504WD
317809,32500,2014,24469,Bel Air, MD,1FTFW1ET1EKG52350,Ford,F-1504WD
317815,21995,2011,115549,Lodi, CA,1FTFW1ET2BKE18469,Ford,F-1504WD
317817,33697,2016,17284,Milwaukee, WI,1FTFW1EG9GFB04434,Ford,F-1504WD
317818,22000,2010,114812,Dallas, TX,1FTFW1EV6AKE75094,Ford,F-1504WD
317819,34987,2016,2745,Madison, WI,1FTFX1EG8GKE49667,Ford,F-1504WD
317820,25991,2011,69141,Katy, TX,1FTFW1EF6BFA72008,Ford,F-1504WD
317822,32921,2015,19383,Spanish Fork, UT,1FTEW1E89FKD14882,Ford,F-1504WD
317823,30790,2015,35225,Framingham, MA,1FTFW1EF1FFB50314,Ford,F-1504WD
317825,33149,2015,28563,Olympia, WA,1FTEW1EF6FFB85619,Ford,F-1504WD
317826,30995,2016,51426,Sarasota, FL,1FTEW1EF8GFB27951,Ford,F-1504WD
317828,9500,2007,222844,North Palm Beach, FL,1FTPW14V67KA72084,Ford,F-1504WD
317831,25995,2012,83773,Blair, NE,1FTFW1ET6CKD13984,Ford,F-1504WD
317832,27995,2014,63927,Layton, UT,1FTFW1EF7EKE26596,Ford,F-1504WD
317834,28990,2010,18165,Asheville, NC,1FTFW1EV6AKC53753,Ford,F-1504WD
317835,30699,2014,35243,Morrow, GA,1FTFW1EF0EKF71978,Ford,F-1504WD
317836,21973,2012,115678,Kearney, MO,1FTFW1EF5CKD66816,Ford,F-1504WD
317838,28795,2014,60550,Auburn, ME,1FTFW1EFXEFB12191,Ford,F-1504WD
317839,30585,2014,46728,Gainesville, FL,1FTFW1EF8EFD08453,Ford,F-1504WD
317842,24999,2012,89576,Greensboro, NC,1FTFW1ET2CFC62136,Ford,F-1504WD
317854,31911,2014,25363,Columbus, GA,1FTFW1ETXEKE64491,Ford,F-1504WD
317856,32359,2014,37329,Hattiesburg, MS,1FTFW1ET2EKG31037,Ford,F-1504WD
317859,29000,2014,45469,Athens, OH,1FTFW1ET0EKF60548,Ford,F-1504WD
317862,33267,2016,28242,Nashua, NH,1FTEW1EG7GFC00011,Ford,F-1504WD
317863,30992,2014,39747,Bloomington, MN,1FTFW1EF6EKD06627,Ford,F-1504WD
317864,28995,2014,58212,Franklin, MA,1FTFW1ET1EFA74386,Ford,F-1504WD
317867,32995,2015,8820,Conway, SC,1FTFX1EF2FKE12118,Ford,F-1504WD
317869,30900,2015,34053,Framingham, MA,1FTFX1EF7FKD13536,Ford,F-1504WD
317874,33900,2016,16358,Rolla, MO,1FTEW1EF6GKD45121,Ford,F-1504WD
317875,31767,2015,38597,Kansas City, KS,1FTEW1EG0FFA06015,Ford,F-1504WD
317876,27408,2011,52015,Rifle, CO,1FTFW1EFXBFD41546,Ford,F-1504WD
317877,30912,2015,41324,Fort Worth, TX,1FTEW1EF8FKE14292,Ford,F-1504WD
317879,32490,2014,35814,Ankeny, IA,1FTFW1ET8EKE21042,Ford,F-1504WD
317885,31995,2014,25107,Mount Juliet, TN,1FTFX1EFXEFD07284,Ford,F-1504WD
317892,32368,2015,26280,Belleville, WI,1FTEW1EP1FFC29051,Ford,F-1504WD
317894,32887,2015,28607,Woodbridge, VA,1FTEW1EP8FFC88078,Ford,F-1504WD
317898,22900,2009,78891,Burlington, WA,1FTPW14V19FB29190,Ford,F-1504WD
317902,25807,2011,81641,Burley, ID,1FTFW1EF0BFB44322,Ford,F-1504WD
317908,29300,2014,53896,Bedford, IN,1FTFW1ET9EFB49593,Ford,F-1504WD
317909,12999,2006,172371,Raleigh, NC,1FTPW14V36KC68319,Ford,F-1504WD
317914,34175,2015,18524,Leavenworth, KS,1FTEW1EF5FFB68813,Ford,F-1504WD
317915,33877,2015,27819,Michigan City, IN,1FTEW1EP2FFC91459,Ford,F-1504WD
317919,27991,2014,65473,Colma, CA,1FTFW1EF9EFA43798,Ford,F-1504WD
317923,2895,1997,226510,Isanti, MN,1FTDF18W0VKA54229,Ford,F-1504WD
317926,18975,2011,143453,Keller, TX,1FTFW1ET0BFB23170,Ford,F-1504WD
317931,27901,2014,77219,Pauls Valley, OK,1FTFW1EF3EKG32224,Ford,F-1504WD
317934,30998,2014,34321,SHAKOPEE, MN,1FTFX1ET2EKE47620,Ford,F-1504WD
317935,26599,2014,89501,Golden, CO,1FTFX1ET4EKD77361,Ford,F-1504WD
317941,31995,2016,29721,Clayton, NY,1FTEW1EF2GFC31173,Ford,F-1504WD
317942,31998,2016,37097,San Antonio, TX,1FTEW1E81GKD44962,Ford,F-1504WD
317948,13999,2007,174014,Houston, TX,1FTPW14V87FA39001,Ford,F-1504WD
317950,19975,2010,125374,Shreveport, LA,1FTFW1EV7AKA21243,Ford,F-1504WD
317951,32599,2015,33569,Longmont, CO,1FTEW1EF1FFA73312,Ford,F-1504WD
317957,32495,2015,27878,Monroeville, PA,1FTFX1EFXFFB79985,Ford,F-1504WD
317958,25450,2014,106337,YUKON, OK,1FTFW1ET5EKF21650,Ford,F-1504WD
317965,26999,2014,84836,Centennial, CO,1FTFW1EF5EKF74696,Ford,F-1504WD
317972,32900,2015,10355,Plano, TX,1FTEW1EG0FKE29071,Ford,F-1504WD
317975,33150,2016,15959,Louisville, KY,1FTEW1EG6GKE97893,Ford,F-1504WD
317978,28895,2011,34025,La Grande, OR,1FTFW1EF7BFA02100,Ford,F-1504WD
317983,32500,2015,15223,Troy, NY,1FTFW1EF2FKD45488,Ford,F-1504WD
317996,30999,2014,30471,Orlando, FL,1FTFW1EF2EFC84358,Ford,F-1504WD
318001,32963,2014,22205,Martinez, GA,1FTFW1ET4EFC30744,Ford,F-1504WD
318003,29979,2014,60010,Killeen, TX,1FTFW1ET2EKE31131,Ford,F-1504WD
318004,21699,2008,85205,Norfolk, VA,1FTPX14V08FB22775,Ford,F-1504WD
318013,32500,2016,30450,Buda, TX,1FTEW1EF7GKE97327,Ford,F-1504WD
318014,33995,2015,20199,Boise, ID,1FTFW1EG8FKD29188,Ford,F-1504WD
318022,21989,2011,110786,South Portland, ME,1FTFW1ET7BFB50849,Ford,F-1504WD
318027,9995,2004,196902,West Valley, UT,1FTPW14584KC71715,Ford,F-1504WD
318032,26000,2012,67910,Albuquerque, NM,1FTFW1ET4CFA32629,Ford,F-1504WD
318035,29944,2014,49933,Stafford, TX,1FTFW1EF0EKD30812,Ford,F-1504WD
318039,22750,2011,98485,Raytown, MO,1FTFW1EF5BFC17121,Ford,F-1504WD
318041,25980,2014,114866,Plattsmouth, NE,1FTFW1EF1EKE82615,Ford,F-1504WD
318046,28990,2014,65280,Princeton, WV,1FTFW1ET8EKE02104,Ford,F-1504WD
318047,20990,2010,114857,St. Petersburg, FL,1FTFW1EV0AFB66603,Ford,F-1504WD
318050,30500,2014,30977,Raleigh, NC,1FTFW1EF2EFC73263,Ford,F-1504WD
318056,29995,2014,37069,Great Falls, MT,1FTFW1ET7EKF65231,Ford,F-1504WD
318057,31979,2014,28085,Libertyville, IL,1FTFX1ET8EFB97776,Ford,F-1504WD
318058,15795,2011,182294,Lakewood, CO,1FTFW1EFXBFA42459,Ford,F-1504WD
318060,31374,2014,32483,Columbia, MO,1FTFW1ET5EFC75935,Ford,F-1504WD
318063,33995,2014,18394,Enterprise, AL,1FTFW1ET4EFB25752,Ford,F-1504WD
318066,23995,2009,66364,Blackwood, NJ,1FTPW14V39FB33953,Ford,F-1504WD
318069,33499,2015,13342,Sauk City, WI,1FTFW1EG5FFB42841,Ford,F-1504WD
318072,30000,2014,45016,Scottsdale, AZ,1FTFW1EF6EKG23775,Ford,F-1504WD
318074,34943,2015,7883,Olympia, WA,1FTEW1EP9FFC33963,Ford,F-1504WD
318075,12795,2007,190061,Carrollton, GA,1FTPW14V07KC40513,Ford,F-1504WD
318078,32000,2016,30993,La Follette, TN,1FTEW1EGXGFC31348,Ford,F-1504WD
318082,31710,2015,34963,Sumner, WA,1FTEW1EG9FKD98466,Ford,F-1504WD
318084,29799,2015,57843,Thornton, CO,1FTEX1EP2FKF04608,Ford,F-1504WD
318085,33985,2016,16179,Yarmouth, ME,1FTEW1EF2GFC60074,Ford,F-1504WD
318088,28996,2014,59848,Crete, NE,1FTFW1ET0EFC71193,Ford,F-1504WD
318089,25000,2012,80173,Cullman, AL,1FTFW1ET9CFB42334,Ford,F-1504WD
318095,31795,2014,26391,Lakewood, WA,1FTFX1EF3EFA72596,Ford,F-1504WD
318100,32318,2015,32337,Spokane, WA,1FTEW1EF9FKD64356,Ford,F-1504WD
318106,30880,2014,36458,Canton, NC,1FTFX1EF8EFB25275,Ford,F-1504WD
318107,33250,2015,6698,Louisville, KY,1FTEX1EP7FFD12111,Ford,F-1504WD
318108,25944,2014,98389,Stafford, TX,1FTFW1ET5EKF35676,Ford,F-1504WD
318109,32000,2015,21756,Michigan Center, MI,1FTFW1EF3FKF09685,Ford,F-1504WD
318110,32977,2015,26919,East Dundee, IL,1FTEX1EP5FFC75379,Ford,F-1504WD
318111,24440,2012,99551,Olathe, KS,1FTFW1ETXCFA17746,Ford,F-1504WD
318115,29900,2014,46595,Mechanicsburg, PA,1FTFW1ETXEFB41714,Ford,F-1504WD
318124,29677,2014,51046,Longview, TX,1FTFW1ET1EKF14839,Ford,F-1504WD
318129,32650,2016,33310,Salisbury, MD,1FTEW1EF9GFA23078,Ford,F-1504WD
318134,30995,2015,33981,Portsmouth, NH,1FTFX1EGXFFA82066,Ford,F-1504WD
318138,28900,2014,50620,Greensboro, NC,1FTFW1EFXEFC97956,Ford,F-1504WD
318139,27991,2010,36988,Prince Frederick, MD,1FTFW1EV4AFC89028,Ford,F-1504WD
318141,33973,2015,26425,Omaha, NE,1FTEW1EF3FFB91104,Ford,F-1504WD
318145,28052,2014,60854,Clearwater, FL,1FTFW1ETXEFB44712,Ford,F-1504WD
318150,27990,2011,46298,Westbrook, ME,1FTFW1EF8BFA01618,Ford,F-1504WD
318152,28995,2014,53128,Layton, UT,1FTFW1EF5EFC09248,Ford,F-1504WD
318154,17990,2010,147668,Mt. Vernon, IN,1FTFW1EVXAFA18443,Ford,F-1504WD
318155,31524,2014,28902,Myrtle Beach, SC,1FTFX1ET6EFB58670,Ford,F-1504WD
318159,31995,2014,42881,Saint Robert, MO,1FTFW1ET2EFA13788,Ford,F-1504WD
