,Price,Year,Mileage,City,State,Vin,Make,Model
297903,28500,2016,10169,Victor, NY,1FTEX1EP0GFA52202,Ford,F-1504WD
297913,27989,2015,20321,Charleston, SC,1FTFX1EF9FFC02849,Ford,F-1504WD
297917,20750,2011,60533,Anchorage, AK,1FTFW1EF9BFA08187,Ford,F-1504WD
297922,16795,2009,90982,West Chicago, IL,1FTRW14809FA54470,Ford,F-1504WD
297923,16995,2011,105776,Woodbridge Township, NJ,1FTFX1ET5BFC26095,Ford,F-1504WD
297937,18400,2010,101043,Independence, MO,1FTFW1EV2AFC51264,Ford,F-1504WD
297942,28000,2014,13701,Omaha, NE,1FTFX1EF4EFA73773,Ford,F-1504WD
297962,16995,2012,114500,Streamwood, IL,1FTFX1ET7CFC12538,Ford,F-1504WD
297966,24999,2014,45139,Gower, MO,1FTFX1EF4EFC00196,Ford,F-1504WD
297971,24979,2014,50477,Libertyville, IL,1FTFX1EF0EFB40627,Ford,F-1504WD
297989,17971,2008,78271,Canandaigua, NY,1FTPW14548FA87757,Ford,F-1504WD
297999,15990,2007,93555,Newport News, VA,1FTPW14VX7FB72360,Ford,F-1504WD
298000,9476,2006,163498,Cape Girardeau, MO,1FTVX14556NA31138,Ford,F-1504WD
298003,26293,2015,28462,Bedford, OH,1FTEW1E83FFB92691,Ford,F-1504WD
298004,12936,2008,147362,Amherst, OH,1FTPW14V68FA99148,Ford,F-1504WD
298009,11989,2007,131940,Norfork, VA,1FTPX14V97FB29755,Ford,F-1504WD
298017,19980,2011,74540,Hibbing, MN,1FTFX1ET9BFC13303,Ford,F-1504WD
298018,25791,2014,41118,Ft. Worth, TX,1FTFX1EFXEKG35683,Ford,F-1504WD
298037,17975,2010,95559,Chicago, IL,1FTFW1EV0AFA12070,Ford,F-1504WD
298045,26498,2014,38125,Marysville, WA,1FTFX1EF0EFA17250,Ford,F-1504WD
298048,9985,2005,144360,Easton, PA,1FTPX14505NA92324,Ford,F-1504WD
298060,18950,2010,73511,North Hampton, NH,1FTFW1E85AFB63691,Ford,F-1504WD
298078,29962,2016,13890,Pontiac, IL,1FTEX1EF5GKE34806,Ford,F-1504WD
298084,17795,2012,105220,Columbus, OH,1FTFX1EF8CFC11165,Ford,F-1504WD
298090,20200,2010,59064,Batavia, NY,1FTEW1E81AFB82041,Ford,F-1504WD
298100,19000,2011,109162,Brookfield, WI,1FTFX1EF5BFD23470,Ford,F-1504WD
298103,19035,2014,116142,Cedar Falls, IA,1FTEX1EM9EKG36155,Ford,F-1504WD
298105,17993,2010,96823,Lynnwood, WA,1FTFW1EV1AFB99741,Ford,F-1504WD
298107,17490,2012,108961,Mooresville, NC,1FTFX1EF9CFB58041,Ford,F-1504WD
298111,25611,2014,41595,Waukesha, WI,1FTEX1EM4EFC67827,Ford,F-1504WD
298124,17995,2010,85720,Kokomo, IN,1FTFW1EV6AFD36009,Ford,F-1504WD
298127,16987,2010,95958,Findlay, OH,1FTFX1EV5AFC39137,Ford,F-1504WD
298145,8995,2008,176970,Virgina Beach, VA,1FTRX14W18FB53194,Ford,F-1504WD
298152,16995,2008,94090,Latham, NY,1FTPW14548KD87581,Ford,F-1504WD
298154,13400,2008,144672,Broken Arrow, OK,1FTPW14VX8FB66981,Ford,F-1504WD
298174,18694,2008,80005,Colorado Springs, CO,1FTPW14V48FC24518,Ford,F-1504WD
298182,13950,2011,143176,Kansas City, MO,1FTFW1EF0BFB34275,Ford,F-1504WD
298216,17000,2012,122572,Tulsa, OK,1FTFW1EF4CFB36208,Ford,F-1504WD
298218,26186,2014,45441,Leesburg, VA,1FTFX1EF4EKD29188,Ford,F-1504WD
298261,20000,2012,79153,Spencerport, NY,1FTFX1EF4CFB47013,Ford,F-1504WD
298265,27922,2014,14138,Spring, TX,1FTFW1ET3EKF18844,Ford,F-1504WD
298273,9000,2006,160055,Chesapeake, VA,1FTPW14506KB52852,Ford,F-1504WD
298280,21000,2014,97818,Shreveport, LA,1FTFX1EFXEKE73733,Ford,F-1504WD
298297,14900,2005,80472,Anoka, MN,1FTPX14565NB60769,Ford,F-1504WD
298311,7900,2008,190609,Monroe, LA,1FTPW14V58FA49048,Ford,F-1504WD
298322,22410,2014,67512,Addison, IL,1FTFX1EF4EFB07923,Ford,F-1504WD
298333,18850,2010,76009,Langhorne, PA,1FTFW1EV2AFB11392,Ford,F-1504WD
298341,27921,2015,19618,Narragansett, RI,1FTEX1E85FFA13614,Ford,F-1504WD
298349,26999,2014,22755,Lakewood, CO,1FTFX1EF8EKE55313,Ford,F-1504WD
298371,28500,2016,29549,Fall River, MA,1FTEX1EP3GFC77648,Ford,F-1504WD
298374,17990,2010,86487,Newport, RI,1FTFX1EV0AFD59699,Ford,F-1504WD
298378,21000,2011,75764,Seekonk, MA,1FTFW1EF3BKD22408,Ford,F-1504WD
298381,15888,2009,106504,Gurnee, IL,1FTPX14V19FA81641,Ford,F-1504WD
298382,28748,2015,16724,Owings Mills, MD,1FTEX1EP2FFA85457,Ford,F-1504WD
298386,17500,2010,92430,Mesa, AZ,1FTEX1E82AFC17568,Ford,F-1504WD
298394,12988,2008,139419,Louisville, KY,1FTPX14V28FA22113,Ford,F-1504WD
298403,14995,2009,114045,Fontana, CA,1FTRX14W59FA39975,Ford,F-1504WD
298416,24645,2012,33475,Norton, OH,1FTFX1EF9CFA83194,Ford,F-1504WD
298425,11984,2009,160168,Coshocton, OH,1FTRX148X9FB01095,Ford,F-1504WD
298426,24999,2014,46434,Glendale, WI,1FTFX1EF8EKE77814,Ford,F-1504WD
298427,24595,2014,51302,Rugby, ND,1FTFX1EF5EFB99723,Ford,F-1504WD
298442,18988,2011,107657,Hopkinsville, KY,1FTFW1EF3BFC47637,Ford,F-1504WD
298443,8500,2006,166552,Portsmouth, VA,1FTPX14V46NB42496,Ford,F-1504WD
298444,18194,2011,92809,Fairbanks, AK,1FTFX1EF4BFC94883,Ford,F-1504WD
298447,22995,2012,43600,Moscow, ID,1FTFX1EF8CFA62241,Ford,F-1504WD
298448,20758,2014,97568,Dallas, TX,1FTFW1EFXEKF62947,Ford,F-1504WD
298452,17546,2012,109239,Blue Springs, MO,1FTFX1EF8CFA31135,Ford,F-1504WD
298464,18149,2012,104116,Deland, FL,1FTVX1EF1CKD31067,Ford,F-1504WD
298475,18881,2010,88328,Gilbert, AZ,1FTEW1E89AFC77933,Ford,F-1504WD
298485,24999,2014,46573,Gower, MO,1FTFX1EF4EKD10737,Ford,F-1504WD
298490,15998,2008,93566,Auburn, WA,1FTPW14V38KD81173,Ford,F-1504WD
298494,27999,2015,19072,Gower, MO,1FTEX1EP4FFC05873,Ford,F-1504WD
298506,27400,2014,20298,Glen Burnie, MD,1FTFX1EF1EKD89915,Ford,F-1504WD
298509,7500,2005,170163,Burlington, WA,1FTPX14555NA43944,Ford,F-1504WD
298513,26968,2014,29497,Atlanta, GA,1FTFX1EF4EFB97879,Ford,F-1504WD
298519,8975,2006,161035,Decatur, TX,1FTPW14V76KC84720,Ford,F-1504WD
298551,23993,2014,57545,Hoover, AL,1FTFX1EF0EKF60704,Ford,F-1504WD
298554,12980,2009,145521,Columbia, MO,1FTPF14V69KC36081,Ford,F-1504WD
298565,16863,2007,80146,Easton, PA,1FTPW14597FB78649,Ford,F-1504WD
298574,18878,2012,106062,Olathe, KS,1FTFX1ET2CFA71393,Ford,F-1504WD
298580,13187,2008,132054,Enid, OK,1FTRW14W38KC21439,Ford,F-1504WD
298586,23244,2014,62861,Owasso, OK,1FTEX1EM1EFA39073,Ford,F-1504WD
298588,9450,2005,146906,Fredericksburg, VA,1FTPX14515NA00749,Ford,F-1504WD
298592,16839,2004,49327,Norfolk, VA,1FTPW14534KA74385,Ford,F-1504WD
298594,14900,2007,98497,Castle Rock, CO,1FTPX14V77KC88989,Ford,F-1504WD
298602,24400,2014,55100,Morehead, KY,1FTEX1EM7EFA25176,Ford,F-1504WD
298610,11795,2005,118720,Morgantown, WV,1FTPW14545KE83206,Ford,F-1504WD
298616,27989,2014,15851,Downers Grove, IL,1FTFX1EF3EKG44211,Ford,F-1504WD
298627,15990,2008,94053,Sacramento, CA,1FTPX14V38FB84896,Ford,F-1504WD
298635,26973,2014,41698,Omaha, NE,1FTFW1EF2EKF94002,Ford,F-1504WD
298637,10750,2004,132160,Monticello, MN,1FTPX14504NB87481,Ford,F-1504WD
298638,9983,2010,193450,Imlay City, MI,1FTFX1EV7AKE42134,Ford,F-1504WD
298642,14990,2010,123329,Columbus, OH,1FTEW1E81AFA69853,Ford,F-1504WD
298648,28967,2015,19292,Hicksville, OH,1FTEW1E80FFC42351,Ford,F-1504WD
298669,26995,2015,31643,Broken Arrow, OK,1FTEX1EP5FFB23540,Ford,F-1504WD
298671,17308,2007,88298,Logan, UT,1FTPW14V47KA71497,Ford,F-1504WD
298679,26000,2015,46933,Fenton, MI,1FTEX1EP7FFD06938,Ford,F-1504WD
298689,24000,2014,66099,Austin, TX,1FTEX1EM8EFA46764,Ford,F-1504WD
298690,23995,2014,63583,Goldsboro, NC,1FTMF1EMXEFA58381,Ford,F-1504WD
298692,18999,2012,116156,Leavenworth, KS,1FTFW1EFXCFA29177,Ford,F-1504WD
298693,26995,2014,23400,Sterling Heights, MI,1FTEX1EM8EFC49783,Ford,F-1504WD
298697,2800,2003,219887,Avon, IN,1FTRX18W83NB16832,Ford,F-1504WD
298708,20771,2014,87110,Thomaston, ME,1FTFX1EF2EFC46917,Ford,F-1504WD
298716,19950,2012,81000,San Diego, CA,1FTFW1EF1CFC04173,Ford,F-1504WD
298726,17995,2012,104560,Norco, CA,1FTVX1EF1CKE09024,Ford,F-1504WD
298734,21299,2010,55960,Elgin, IL,1FTFX1EV9AFD57546,Ford,F-1504WD
298740,23495,2014,70087,Raynham, MA,1FTFW1EF1EKG39575,Ford,F-1504WD
298748,8476,2002,133264,Harbinger, NC,1FTRX18W82NA31567,Ford,F-1504WD
298751,21500,2012,72257,Kansas City, MO,1FTFX1ET5CFB95593,Ford,F-1504WD
298767,18980,2012,92823,Pacoima, CA,1FTFX1ET5CKD52773,Ford,F-1504WD
298770,19987,2011,81923,Salem, OR,1FTFX1ET6BFB45753,Ford,F-1504WD
298777,22110,2010,46565,Cedar Falls, IA,1FTFW1E86AFA78407,Ford,F-1504WD
298805,28563,2016,20550,Austin, TX,1FTEX1EP1GFD59328,Ford,F-1504WD
298809,20999,2010,60325,BAY SHORE, NY,1FTFX1EVXAFD08212,Ford,F-1504WD
298810,21450,2011,64430,Augusta, KS,1FTFX1EF2BFC91772,Ford,F-1504WD
298819,27000,2014,26297,East Greenwich, RI,1FTFX1EF0EKF66986,Ford,F-1504WD
298828,19871,2012,86236,Kansas City, MO,1FTFW1EF8CFA48603,Ford,F-1504WD
298830,14995,2005,90615,Sheridan, WY,1FTPW14565FA60801,Ford,F-1504WD
298832,15899,2009,117489,Antioch, IL,1FTRW14889FA04514,Ford,F-1504WD
298834,26491,2014,27728,London, OH,1FTFX1EF9EFA61344,Ford,F-1504WD
298846,29995,2016,4599,Missoula, MT,1FTEX1EP4GKD97627,Ford,F-1504WD
298854,10900,2007,147359,Pompano Beach, FL,1FTPX14V47NA69776,Ford,F-1504WD
298856,14995,2008,106652,Sacramento, CA,1FTPW14508KB72067,Ford,F-1504WD
298874,14995,2008,106709,Morgantown, WV,1FTPX14V98FA77075,Ford,F-1504WD
298880,27999,2015,20147,Gower, MO,1FTEX1EPXFFD06688,Ford,F-1504WD
298881,23985,2014,59888,Hollywood, MD,1FTEX1EM5EKG18543,Ford,F-1504WD
298901,29000,2015,8142,Fairless Hills, PA,1FTEX1EP6FKE57602,Ford,F-1504WD
298904,10995,2006,137764,Hayward, CA,1FTPX14596KD39309,Ford,F-1504WD
298908,3950,1999,162411,anchorage, AK,1FTRX18L7XKA81472,Ford,F-1504WD
298909,26400,2014,38056,Wexford, PA,1FTEX1EMXEFD06257,Ford,F-1504WD
298912,20995,2012,68955,Mt Pleasant, MI,1FTFX1EF6CFB76710,Ford,F-1504WD
298913,11599,2007,139121,Denver, CO,1FTPX14507FA05843,Ford,F-1504WD
298923,12591,2007,134389,Bradenton, FL,1FTPW14587FA26670,Ford,F-1504WD
298928,12988,2005,123524,San Antonio, TX,1FTPX04545KF05311,Ford,F-1504WD
298930,25495,2014,57300,Burton, OH,1FTFW1EF4EFC29054,Ford,F-1504WD
298942,28995,2014,19400,Manhattan, KS,1FTFX1EF5EFB09650,Ford,F-1504WD
298945,28775,2015,17501,Louisville, KY,1FTEX1E8XFKE58342,Ford,F-1504WD
298947,18995,2011,84574,Woodbridge Township, NJ,1FTFX1EF6BFA23274,Ford,F-1504WD
298952,18497,2008,74602,Thatcher, AZ,1FTPW14V38FA30482,Ford,F-1504WD
298964,28950,2015,14943,Tulsa, OK,1FTEX1E80FKF15955,Ford,F-1504WD
298975,19500,2010,69983,Mesa, AZ,1FTFW1EV3AKE21607,Ford,F-1504WD
298985,2744,2000,183581,Winchester, KY,1FTZF1826YNA20317,Ford,F-1504WD
299015,7417,2003,158000,Heber Springs, AR,1FTRX18L63NB09870,Ford,F-1504WD
299023,24495,2014,44397,Monroe, MI,1FTFW1EF6EKG12971,Ford,F-1504WD
299031,22495,2014,68508,Pasadena, MD,1FTFX1EF6EFC16626,Ford,F-1504WD
299033,7400,2000,129893,Rome, GA,1FTRX18W5YNB31781,Ford,F-1504WD
299036,19900,2014,99772,Hattiesburg, MS,1FTFX1EF6EFD08982,Ford,F-1504WD
299042,29995,2016,8545,Alexandria, VA,1FTEX1EP3GFD50968,Ford,F-1504WD
299046,25000,2014,38376,Nicholasville, KY,1FTFW1EF7EKG25874,Ford,F-1504WD
299048,15950,2010,124973,Mount Airy, NC,1FTFW1EV3AFD40504,Ford,F-1504WD
299051,26410,2014,31238,Lutherville Timonium, MD,1FTEX1EM3EKE95146,Ford,F-1504WD
299058,25999,2014,36207,Bristol, WI,1FTFW1EF0EFC68322,Ford,F-1504WD
299059,26486,2014,30342,Stoneham, MA,1FTFX1EF3EFA34883,Ford,F-1504WD
299060,11994,2005,134351,Iowa City, IA,1FTPW14525KF05235,Ford,F-1504WD
299062,29500,2016,10467,Bedford, IN,1FTMF1EP3GKD28281,Ford,F-1504WD
299064,7490,2003,164526,Laramie, WY,1FTRX18W73NA28449,Ford,F-1504WD
299069,23844,2012,46096,Methuen, MA,1FTFX1ET0CKD01505,Ford,F-1504WD
299092,11995,2004,109170,Lakewood, WA,1FTPX14574NB40917,Ford,F-1504WD
299096,6400,2002,157765,Hazlet, NJ,1FTRW08L62KD03585,Ford,F-1504WD
299104,19488,2010,70589,Mt. Juliet, TN,1FTFX1EV9AFD06788,Ford,F-1504WD
299115,15991,2010,122562,Starke, FL,1FTFX1EV7AFD61210,Ford,F-1504WD
299116,20993,2012,86268,Blair, NE,1FTFX1ET6CFB52283,Ford,F-1504WD
299120,21890,2010,52801,Lansdale, PA,1FTFX1EV4AFB69503,Ford,F-1504WD
299121,11995,2008,153502,Rugby, ND,1FTPX14V98FC21644,Ford,F-1504WD
299122,13998,2008,119557,Auburn, WA,1FTRW14W38FB64023,Ford,F-1504WD
299127,15457,2010,137850,Little Rock, AR,1FTEW1E83AKC54610,Ford,F-1504WD
299136,26900,2016,42847,Macon, GA,1FTEX1EP2GFA67378,Ford,F-1504WD
299147,29540,2016,13889,Boardman, OH,1FTEW1E84GFB73505,Ford,F-1504WD
299161,28940,2016,8513,Newnan, GA,1FTEX1EF1GKD97754,Ford,F-1504WD
299163,19995,2011,83065,Rochester, MN,1FTFW1EF8BKD26244,Ford,F-1504WD
299167,13870,2009,139642,Johnstown, OH,1FTPW14V99FB12914,Ford,F-1504WD
299179,24593,2014,72023,Omaha, NE,1FTFW1EF1EKE54541,Ford,F-1504WD
299181,9495,2002,122360,Tacoma, WA,1FTRW08L72KC41551,Ford,F-1504WD
299185,16800,2011,111801,Portsmouth, VA,1FTFX1EF7BFA47048,Ford,F-1504WD
299188,19499,2012,107585,Longmont, CO,1FTFW1EF0CFA29916,Ford,F-1504WD
299192,27000,2014,44247,Colorado Springs, CO,1FTFX1ET1EKE32039,Ford,F-1504WD
299195,15984,2007,99700,Poway, CA,1FTPW14567KD07308,Ford,F-1504WD
299210,16991,2008,83765,Denver, CO,1FTPW14VX8FC35412,Ford,F-1504WD
299211,8995,2007,182064,Crete, NE,1FTRW14W87KD41381,Ford,F-1504WD
299214,17992,2010,96504,Oklahoma City, OK,1FTFW1EV8AFA25195,Ford,F-1504WD
299223,17988,2010,93931,Mendon, MA,1FTFW1EVXAFB84414,Ford,F-1504WD
299231,28305,2015,21370,O'Fallon, IL,1FTEX1EP6FKF04482,Ford,F-1504WD
299235,28121,2014,22660,Hicksville, OH,1FTFW1EFXEFA63798,Ford,F-1504WD
299241,28600,2014,23116,Amarillo, TX,1FTMF1ET5EFB17019,Ford,F-1504WD
299245,29886,2016,7170,Missoula, MT,1FTEW1EP1GKE66289,Ford,F-1504WD
299249,17990,2008,88078,Bend, OR,1FTPW14V18FC29384,Ford,F-1504WD
299250,25900,2014,36113,Smyrna, GA,1FTFX1EF5EKD09497,Ford,F-1504WD
299257,17500,2010,94941,Defiance, OH,1FTFX1EV6AFD58427,Ford,F-1504WD
299259,24977,2014,39302,Hollywood, FL,1FTFW1ET6EKF32964,Ford,F-1504WD
299274,18525,2010,95776,Fenton, MI,1FTFW1EV8AFD36013,Ford,F-1504WD
299284,14595,2008,112823,Murrysville, PA,1FTPW14598FA49652,Ford,F-1504WD
299291,7500,2007,193937,London, OH,1FTPX14VX7FA35349,Ford,F-1504WD
299312,13395,2006,110154,New Castle, PA,1FTPW14546FB23184,Ford,F-1504WD
299317,24995,2012,51530,Kahului, HI,1FTFW1ET6CFC36316,Ford,F-1504WD
299320,29944,2016,9166,Stafford, TX,1FTMF1EP6GKF66089,Ford,F-1504WD
299321,27596,2014,21715,Turnersville, NJ,1FTEX1EM0EFB83018,Ford,F-1504WD
299323,15999,2006,78805,Raleigh, NC,1FTPW14576FB55885,Ford,F-1504WD
299330,26152,2016,51269,Albuquerque, NM,1FTFX1EF4GFA85909,Ford,F-1504WD
299364,26987,2014,25223,Brunswick, ME,1FTFX1EF5EKE49579,Ford,F-1504WD
299366,19997,2010,94651,Flagstaff, AZ,1FTFW1EV1AFB34162,Ford,F-1504WD
299371,22750,2011,40634,Anchorage, AK,1FTFW1EFXBFC94874,Ford,F-1504WD
299376,10995,2009,165012,South River, NJ,1FTRX14W49FA20298,Ford,F-1504WD
299386,18990,2007,72856,York, PA,1FTPW14507FB83285,Ford,F-1504WD
299389,20285,2012,84841,Kernersville, NC,1FTFW1ET5CKD26970,Ford,F-1504WD
299398,23332,2014,71212,Mount Airy, NC,1FTFX1EF2EFA10848,Ford,F-1504WD
299407,6000,2007,208045,Fredericksburg, VA,1FTPX14V37FB00963,Ford,F-1504WD
299409,25854,2014,33906,Neptune, NJ,1FTFX1EF8EFA88972,Ford,F-1504WD
299418,18500,2009,74740,Norfolk, VA,1FTRX14W69FA21386,Ford,F-1504WD
299422,13000,2010,170286,Elk River, MN,1FTFX1EV3AFA50079,Ford,F-1504WD
299424,29381,2016,9182,Perrysburg, OH,1FTEX1EP7GFB43421,Ford,F-1504WD
299432,19000,2012,107654,Fenton, MI,1FTFW1ET7CFC93110,Ford,F-1504WD
299454,21987,2014,84325,Shreveport, LA,1FTVX1ET1EKF11173,Ford,F-1504WD
299463,24790,2014,42139,Kennesaw, GA,1FTEX1EM2EFC90927,Ford,F-1504WD
299466,26998,2014,31481,Lynnfield, MA,1FTEX1EM2EFC81337,Ford,F-1504WD
299471,18995,2011,95966,Colchester, CT,1FTFW1EFXBFC82630,Ford,F-1504WD
299472,19987,2014,100000,Denver, CO,1FTFW1EF7EKG33750,Ford,F-1504WD
299483,27097,2014,35270,Vandalia, OH,1FTFX1EF8EFA75932,Ford,F-1504WD
299485,21995,2011,50057,Waterbury, CT,1FTFX1ETXBFD16827,Ford,F-1504WD
299488,15000,2010,135537,Ronan, MT,1FTFW1EV7AKE03773,Ford,F-1504WD
299492,28291,2014,15227,Ft. Worth, TX,1FTFW1EF0EKF18407,Ford,F-1504WD
299498,14450,2007,106555,Eagle River, AK,1FTPW14V27FB43399,Ford,F-1504WD
299499,25337,2014,48668,Fort Worth, TX,1FTFW1EF6EKG34209,Ford,F-1504WD
299509,22495,2012,52696,Wolcott, NY,1FTFX1ETXCFA37511,Ford,F-1504WD
299512,14999,2009,136955,Colorado Springs, CO,1FTPX14V29KB37724,Ford,F-1504WD
299525,20000,2011,75156,Athens, OH,1FTFW1EF3BFB49658,Ford,F-1504WD
299538,25395,2014,44845,Lomira, WI,1FTFX1EF7EFC99564,Ford,F-1504WD
299546,21485,2012,66977,Hillsdale, MI,1FTVX1EF3CKD80996,Ford,F-1504WD
299548,20000,2012,101260,Harrisonville, MO,1FTFX1ET3CFA42694,Ford,F-1504WD
299556,9987,2005,143236,Mobile, AL,1FTPW14565FA96018,Ford,F-1504WD
299557,28500,2015,19168,Burlington, NC,1FTEX1EP3FKD32315,Ford,F-1504WD
299565,24999,2014,41397,Pinconning, MI,1FTFW1EF5EFC77131,Ford,F-1504WD
299581,21559,2011,76168,Marysville, WA,1FTFW1ET1BFA96304,Ford,F-1504WD
299589,21000,2010,70649,Plainfield, IN,1FTFW1EVXAFA19639,Ford,F-1504WD
299591,21650,2014,80278,Fontana, CA,1FTFW1ET9EKG48983,Ford,F-1504WD
299599,20469,2014,91673,Athens, OH,1FTFX1EF6EFB75267,Ford,F-1504WD
299612,21790,2011,70207,Springfield, VA,1FTFX1EF4BFC86282,Ford,F-1504WD
299620,25990,2014,28109,Lawrenceburg, KY,1FTEX1EM4EFD06187,Ford,F-1504WD
299628,17995,2010,90372,Southgate, MI,1FTEW1E80AFA98776,Ford,F-1504WD
299645,26998,2015,34450,Ardmore, OK,1FTEX1EP1FKE02247,Ford,F-1504WD
299646,25889,2014,50000,Marysville, WA,1FTFX1EF0EFD14695,Ford,F-1504WD
299650,21990,2012,59144,Freeport, NY,1FTFW1ET3CFA06622,Ford,F-1504WD
299653,9900,2007,180000,Rogers, AR,1FTPX14V47KC76928,Ford,F-1504WD
299655,28200,2015,31458,Hicksville, OH,1FTFW1EF2FFA44521,Ford,F-1504WD
299666,27500,2014,29539,Depew, NY,1FTFW1EF3EFB37000,Ford,F-1504WD
299677,16897,2010,103342,Fort Wayne, IN,1FTFW1EV3AFA23659,Ford,F-1504WD
299678,19987,2014,100533,Blue Springs, MO,1FTFX1ET2EKE63302,Ford,F-1504WD
299679,7995,2001,133146,Westminster, CO,1FTPX18L81NA85270,Ford,F-1504WD
299680,21488,2010,48054,Flint, MI,1FTFW1EV2AFA04701,Ford,F-1504WD
299682,13000,2007,124475,Grand Blanc, MI,1FTPW14V17KC28936,Ford,F-1504WD
299698,25000,2014,57680,Carrollton, TX,1FTFW1EF9EKE05748,Ford,F-1504WD
299699,27495,2015,28855,Sterling Heights, MI,1FTEX1E85FFD06784,Ford,F-1504WD
299705,24991,2014,43801,Homestead, FL,1FTEX1EM2EFC05505,Ford,F-1504WD
299707,18999,2010,78091,Mesa, AZ,1FTFW1E87AKE11060,Ford,F-1504WD
299711,16495,2012,125466,Tigard, OR,1FTFX1EF0CFB03493,Ford,F-1504WD
299725,11995,2005,119502,Des Moines, IA,1FTPX14545NA46107,Ford,F-1504WD
299726,14999,2007,112714,Eden Prairie, MN,1FTPW14V47KA87389,Ford,F-1504WD
299742,27994,2014,19007,Scottsdale, AZ,1FTFX1ET3EKE32950,Ford,F-1504WD
299747,14900,2008,120480,Sterling Heights, MI,1FTPW14V48FB85851,Ford,F-1504WD
299748,19995,2010,76039,Elverson, PA,1FTFW1E81AFA50952,Ford,F-1504WD
299755,10681,2005,136590,Delavan, WI,1FTPX14555FA80647,Ford,F-1504WD
299759,28980,2016,9537,Columbia, KY,1FTFX1EF3GKG04021,Ford,F-1504WD
299764,19499,2011,80844,Draper, UT,1FTFW1EFXBFB19220,Ford,F-1504WD
299775,16995,2010,112268,Portland, TX,1FTEW1E88AFB09653,Ford,F-1504WD
299777,15054,2009,127045,Canton, MI,1FTPW14V69FB31338,Ford,F-1504WD
299790,24990,2014,40598,Canton, MA,1FTFW1EF2EFA01943,Ford,F-1504WD
299798,26499,2014,44189,Manchester, NH,1FTFX1ET1EFC52732,Ford,F-1504WD
299806,21000,2011,90748,Denver, CO,1FTFW1ET4BFC31825,Ford,F-1504WD
299811,6500,2004,187558,Ottumwa, IA,1FTRF04W34KC13720,Ford,F-1504WD
299814,25400,2014,56430,Elk River, MN,1FTFX1EF8EFC72180,Ford,F-1504WD
299821,19991,2010,74665,Doylestown, PA,1FTEW1E88AKE05313,Ford,F-1504WD
299826,17785,2007,78824,White Bear Lake, MN,1FTPW14VX7FA03374,Ford,F-1504WD
299830,7895,2006,177791,Langhorne, PA,1FTPW14VX6FB31337,Ford,F-1504WD
299835,13888,2007,114238,Pasadena, MD,1FTPX14V37FA01950,Ford,F-1504WD
299841,17598,2010,111169,Littleton, CO,1FTFW1EV6AFD55885,Ford,F-1504WD
299852,9995,2006,152564,Colorado Springs, CO,1FTPX14556FB46485,Ford,F-1504WD
299870,17995,2009,82067,Blackwood, NJ,1FTRX14859KC16565,Ford,F-1504WD
299884,10995,2004,123400,Cuyahoga Falls, OH,1FTPX145X4NA33117,Ford,F-1504WD
299886,19717,2010,99439,Arundel, ME,1FTFW1EV6AFD21901,Ford,F-1504WD
299891,13999,2010,138846,Glen Burnie, MD,1FTEX1E86AFB31227,Ford,F-1504WD
299894,13553,2005,110598,Monticello, MN,1FTPW145X5FA21919,Ford,F-1504WD
299902,19495,2014,107100,Pasadena, MD,1FTFX1EF7EFB37126,Ford,F-1504WD
299904,16988,2010,108343,Cincinnati, OH,1FTFW1E88AFA41892,Ford,F-1504WD
299915,7900,2005,183050,Grandville, MI,1FTPW14535KE87103,Ford,F-1504WD
299918,21500,2011,79938,Mentor, OH,1FTFW1ET4BFB72470,Ford,F-1504WD
299933,26199,2014,35814,Moon Township, PA,1FTFX1ET7EKF52251,Ford,F-1504WD
299954,27861,2014,25456,Ft Walton Beach, FL,1FTEX1EM0EFC94281,Ford,F-1504WD
299963,25391,2014,51451,Ft. Worth, TX,1FTFX1ET6EKD61274,Ford,F-1504WD
299976,9500,2005,160399,Christianburg, VA,1FTRF14W65NB12533,Ford,F-1504WD
299977,6999,2006,189000,Dallas, TX,1FTPW14536KB74246,Ford,F-1504WD
299979,11991,2007,150616,Denver, CO,1FTPX14V67KC74095,Ford,F-1504WD
299995,28280,2016,26589,Matteson, IL,1FTFX1EF7GFA09827,Ford,F-1504WD
299999,8499,2005,162420,Snellville, GA,1FTVX145X5NB08164,Ford,F-1504WD
300000,14500,2012,156847,Buda, TX,1FTFW1EF0CKD10282,Ford,F-1504WD
300009,24995,2014,41186,Teterboro, NJ,1FTEX1EM2EFB92237,Ford,F-1504WD
300019,28991,2014,3633,Katy, TX,1FTFW1EF9EKF95034,Ford,F-1504WD
300045,27510,2014,32274,Hicksville, OH,1FTFW1ET1EKG00815,Ford,F-1504WD
300054,18495,2010,85197,Victor, NY,1FTFW1E84AFC93025,Ford,F-1504WD
300058,10600,2008,169251,Frankfort, KY,1FTPW14V08FA91563,Ford,F-1504WD
300063,21255,2010,71517,Buffalo, MN,1FTFW1EV9AFB30912,Ford,F-1504WD
300069,28250,2015,21441,Salisbury, MD,1FTEX1E85FFC50054,Ford,F-1504WD
300094,16993,2014,138180,Southgate, MI,1FTFW1EF9EFB18628,Ford,F-1504WD
300098,13995,2007,113726,Castle Rock, CO,1FTVX14587NA46573,Ford,F-1504WD
300099,24729,2014,66360,Greeley, CO,1FTFW1ET2EKG48842,Ford,F-1504WD
